NO,共通ID,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
4781,E2722700161201,八戸の里東小学校,大阪府東大阪市中小阪5-17-8,1,1,,1,,1,1,,1,34.66019492,135.5935745,
4782,E2722700162201,中部緑地,大阪府東大阪市中新開2-7,,1,,1,,1,,,,34.69462887,135.6271579,
4783,E2722700163201,石切公園,大阪府東大阪市中石切町1-1,,,,1,,,,,,34.68374055,135.6471448,
4784,E2722700164201,石切小学校,大阪府東大阪市中石切町1-6-50,1,1,,1,,1,1,,1,34.68348933,135.6442926,
4785,E2722700165201,石切中学校,大阪府東大阪市中石切町4-10-3,1,1,,1,,1,1,,1,34.68925204,135.6449583,
4786,E2722700166201,中石切公園,大阪府東大阪市中石切町5-4,,1,,1,,1,,,,34.68907236,135.6384506,
4787,E2722700167201,中野公園,大阪府東大阪市中野1-20,,1,,1,,,,,,34.68159639,135.6095085,
4788,E2722700168201,長栄中学校,大阪府東大阪市長栄寺12-30,1,1,,1,,1,1,,1,34.66728266,135.5700603,
4789,E2722700169201,高井田東小学校,大阪府東大阪市長栄寺15-26,1,1,,1,,1,1,,1,34.66793123,135.5714765,
4790,E2722700170201,北蛇草公園,大阪府東大阪市長瀬町1-14,,1,,1,,1,,,,34.65156384,135.5741292,
4791,E2722700172201,蛇草西公園,大阪府東大阪市長瀬町3-4,,1,,1,,,,,,34.65124943,135.5722712,
4792,E2722700175201,長田東公園,大阪府東大阪市長田3-2,,1,,1,,1,,,,34.67643812,135.5927219,
4793,E2722700176201,長田公園,大阪府東大阪市長田西2-3,,1,,1,,1,,,,34.67797078,135.5861398,
4794,E2722700177201,長田中公園,大阪府東大阪市長田中3-2,,1,,1,,1,,,,34.68062789,135.5892537,
4795,E2722700178201,長田北公園,大阪府東大阪市長田東3-4,,1,,1,,1,,,,34.68087051,135.5943928,
4796,E2722700179201,長堂小学校,大阪府東大阪市長堂1-17-8,1,1,,1,,1,1,,1,34.66763605,135.5634354,
4797,E2722700222201,布施駅前リージョンセンター,大阪府東大阪市長堂1-8-37,1,1,,1,,1,,,1,34.66532,135.563506,
4798,E2722700180201,長堂東公園,大阪府東大阪市長堂3-19,,1,,1,,1,,,,34.66634269,135.5676809,
4799,E2722700181201,島之内公園,大阪府東大阪市島之内2-6,,1,,1,,,,,,34.67681599,135.6197933,
4800,E2722700183201,鴻池東小学校,大阪府東大阪市東鴻池町5-7-20,1,1,,1,,1,1,,1,34.69557368,135.6104439,
4801,E2722700184201,東石切公園,大阪府東大阪市東石切町2-4,,,,1,,1,,,,34.68055798,135.6512431,
4802,E2722700185201,楠根川緑地,大阪府東大阪市藤戸新田1-1,,1,,1,,,,,,34.67325299,135.5881956,
4803,E2722700186201,藤戸小学校,大阪府東大阪市藤戸新田1-3-45,1,1,,1,,1,1,,1,34.67414574,135.5871272,
4804,E2722700187201,成和小学校,大阪府東大阪市南鴻池町1-3-18,1,1,,1,,1,1,,1,34.69464113,135.60083,
4805,E2722700188201,西楠風荘公園,大阪府東大阪市南鴻池町1-8,,1,,1,,,,,,34.69383898,135.5986876,
4806,E2722700189201,東楠風荘公園,大阪府東大阪市南鴻池町2-12,,1,,1,,,,,,34.69421388,135.6034378,
4807,E2722700226201,四条リージョンセンター,大阪府東大阪市南四条町1-7,1,1,,1,,1,,,1,34.658188,135.640711,
4808,E2722700190201,縄手小学校,大阪府東大阪市南四条町3-2,1,1,,1,,1,1,,1,34.65672215,135.6398346,
4809,E2722700191201,縄手中学校,大阪府東大阪市南四条町3-26,1,1,,1,,1,1,,1,34.65603377,135.6407198,
4810,E2722700192201,枚岡西小学校,大阪府東大阪市南荘町2-26,1,1,,1,,1,1,,1,34.67453346,135.6419924,
4811,E2722700221201,楠根リージョンセンター,大阪府東大阪市楠根1-12-12,1,1,,1,,1,,,1,34.683414,135.581919,
4812,E2722700193201,日下公園,大阪府東大阪市日下町2-9,,,,1,,1,,,,34.69155225,135.6496953,
4813,E2722700225201,日下リージョンセンター,大阪府東大阪市日下町3-1-7,1,1,,1,,1,,,1,34.690936,135.644439,
4814,E2722700194201,孔舎衙小学校,大阪府東大阪市日下町6-3-6,1,1,,1,,1,1,,1,34.69598659,135.6452954,
4815,E2722700195201,孔舎衙東小学校,大阪府東大阪市日下町7-1-7,1,1,,1,,1,1,,1,34.69472535,135.6486273,
4816,E2722700228201,日新高等学校,大阪府東大阪市日下町7-9-11,1,1,,1,,1,,,1,34.694694,135.652644,
4817,E2722700196201,柏田北公園,大阪府東大阪市柏田西1-2,,1,,1,,1,,,,34.64874409,135.5695298,
4818,E2722700197201,柏田中学校,大阪府東大阪市柏田西3-11-28,1,1,,1,,1,1,,1,34.64375382,135.5651292,
4819,E2722700198201,柏田小学校,大阪府東大阪市柏田西3-7-44,1,1,,1,,1,1,,1,34.6453117,135.5674359,
4820,E2722700199201,柏田公園,大阪府東大阪市柏田本町12,,1,,1,,,,,,34.64604852,135.5716046,
4821,E2722700200201,枚岡中学校,大阪府東大阪市箱殿町8-25,1,1,,1,,1,1,,1,34.67136799,135.6435228,
4822,E2722700201201,長瀬公園,大阪府東大阪市菱屋西2-8,,1,,1,,,,,,34.65119999,135.5774341,
4823,E2722700202201,桜橋小学校,大阪府東大阪市菱屋西4-10-7,1,1,,1,,1,1,,1,34.6587721,135.5783364,
4824,E2722700230202,樟蔭高等学校,大阪府東大阪市菱屋西4-2-26,1,1,,1,,1,,,1,34.662593,135.57788,
4825,E2722700230201,大阪樟蔭女子大学,大阪府東大阪市菱屋西4-2-26,1,1,,1,,1,,,1,34.663839,135.57733,
4826,E2722700203201,菱屋東第１公園,大阪府東大阪市菱屋東2-5,,1,,1,,1,,,,34.66904991,135.6088107,
4827,E2722700204201,菱江東公園,大阪府東大阪市菱江1-28,,1,,1,,,,,,34.67353516,135.615949,
4828,E2722700205201,菱江南公園,大阪府東大阪市菱江2-2,,1,,1,,1,,,,34.67492926,135.6111532,
4829,E2722700206201,菱江中公園,大阪府東大阪市菱江3-6,,1,,1,,1,,,,34.67706476,135.6160436,
4830,E2722700208201,小阪中学校,大阪府東大阪市宝持1-7-5,1,1,,1,,1,1,,1,34.65659848,135.5875427,
4831,E2722700209201,大阪府立布施工科高等学校,大阪府東大阪市宝持3-7-5,1,1,,1,,1,1,,1,34.654238457641,135.59247197897,
4832,E2722700210201,宝町南公園,大阪府東大阪市宝町1,,1,,1,,,,,,34.67399929,135.6400112,
4833,E2722700211201,枚岡中央公園,大阪府東大阪市豊浦町5,,,,1,,1,,,,34.6723171,135.6468251,
4834,E2722700212201,弥栄小学校,大阪府東大阪市本庄1-8-2,1,1,,1,,1,1,,1,34.6825858,135.6087199,
4835,E2722700213201,本庄西公園,大阪府東大阪市本庄西3-5,,1,,1,,1,,,,34.68753806,135.596272,
4836,E2722700214201,本庄南公園,大阪府東大阪市本庄中1-3,,1,,1,,1,,,,34.68310869,135.6022048,
4837,E2722700215201,末広町公園,大阪府東大阪市末広町21,,1,,1,,,,,,34.65632961,135.6355124,
4838,E2722700216201,箕輪公園,大阪府東大阪市箕輪3-1,,1,,1,,,,,,34.68526128,135.6135358,
4839,E2722700217201,弥刀小学校,大阪府東大阪市友井1-1-37,1,1,,1,,1,1,,1,34.64567198,135.5821523,
4840,E2722700218201,弥刀東小学校,大阪府東大阪市友井2-28-12,1,1,,1,,1,1,,1,34.64506807,135.5882546,
4841,E2722700219201,枚岡東小学校,大阪府東大阪市立花町12-28,1,1,,1,,1,1,,1,34.67464409,135.6500294,
4842,E2722700220201,東大阪市立義務教育学校くすは縄手南校　六万寺校舎,大阪府東大阪市六万寺町2-3-17,1,1,,1,,1,1,,1,34.65060155,135.6416496,
4843,E2722600006201,大阪府営住宅　藤井寺小山藤美,大阪府藤井寺市小山藤美町11-1,1,,,,,,,,,34.580287930599,135.59647142628,
4844,E2722600007201,大井水みらいセンター（ふれあい広場）,大阪府藤井寺市西大井1-407-1,1,,,,,,,,,34.580392779414,135.60363277209,
4845,E2722600009201,大阪府営住宅　藤井寺川北,大阪府藤井寺市川北3-5-1,1,,,,,,,,,34.584765443906,135.61539718694,
4846,E2722600011201,大阪府営住宅　藤井寺大井,大阪府藤井寺市大井5-26-1,1,,,,,,,,,34.579853628728,135.61625594969,
4847,E2722600018201,道明寺,大阪府藤井寺市道明寺1-14-31,1,,,,,,,,,34.56889035587,135.61630960505,
4848,E2722600019201,道明寺天満宮,大阪府藤井寺市道明寺1-16-40,1,,,,,,,,,34.568307144023,135.61733520915,
4849,E2732200001201,旧町立田尻小学校体育館,大阪府能勢町下田尻146-2,1,1,,1,,1,1,,1,34.962267,135.436292,
4850,E2732200002201,能勢町保健福祉センター,大阪府能勢町栗栖82-1,1,1,,1,,1,1,,1,34.96598429,135.4068566,
4851,E2732200003201,町立のせ保育所,大阪府能勢町今西25-1,1,1,,1,,1,1,,1,34.96811343,135.3897189,
4852,E2732200004201,能勢町役場,大阪府能勢町宿野28,1,1,,1,,1,1,,1,34.973435,135.413882,
4853,E2732200005201,能勢町淨るりシアター,大阪府能勢町宿野30,1,1,,1,,1,1,,1,34.972292,135.41362,
4854,E2732200007201,旧町立久佐々小学校体育館,大阪府能勢町宿野866,1,1,,1,,1,1,,1,34.97337205612,135.4147930261,
4855,E2732200008201,旧町立西中学校体育館,大阪府能勢町森上33,1,1,,1,,1,1,,1,34.96894760154,135.3946408136,
4856,E2732200015201,能勢町ふれあいプラザ,大阪府能勢町倉垣635,1,1,,1,,1,1,,1,34.976239,135.467069,
4857,E2732200010201,旧町立歌垣小学校体育館,大阪府能勢町倉垣993-2,1,1,,1,,1,1,,1,34.976481,135.467187,
4858,E2732200011201,旧町立東郷小学校体育館,大阪府能勢町地黄173-1,1,1,,1,,1,1,,1,34.949533,135.456081,
4859,E2732200012201,さとおか防災コミュニティセンター,大阪府能勢町地黄173-2,1,1,,1,,1,1,,1,34.94944136187,135.456590279,
4860,E2732200013201,旧町立天王小学校体育館,大阪府能勢町天王200-1,1,1,,1,,1,1,,1,35.03869,135.359089,
4861,E2732200014201,能勢ささゆり学園体育館,大阪府能勢町平野110,1,1,,1,,1,1,,1,34.953616,135.403155,
4862,E2722100004201,学校法人玉手山学園総合体育館,大阪府柏原市旭ケ丘3-13-48,1,,,1,,1,,,1,34.556623,135.639903,
4863,E2722100001201,老人福祉センター（やすらぎの園）,大阪府柏原市旭ヶ丘1-9-30,1,,,,,1,,,,34.566071620991,135.63125892481,
4864,E2722100005201,旭ヶ丘小学校,大阪府柏原市旭ヶ丘3-4896,1,1,,1,,1,,,,34.556245139562,135.63467115991,
4865,E2722100007201,市民文化会館（リビエールホール）,大阪府柏原市安堂町1-60,1,,,1,,1,,,1,34.579845747817,135.62831540571,
4866,E2722100009201,堅下南小学校,大阪府柏原市安堂町710,1,1,,1,,1,,,1,34.580299203602,135.63369493881,
4867,E2722100010201,堅下南中学校,大阪府柏原市安堂町878,1,,,1,,1,,,1,34.580979371805,135.63485365311,
4868,E2722100011201,第二体育館（柏原オーエンス第二アリーナ）,大阪府柏原市安堂町9-20,1,,,1,,1,,,,34.58120136417,135.63323735549,
4869,E2722100012202,玉手小学校,大阪府柏原市円明町1-1,1,,,1,,1,,,1,34.563077550644,135.62651143633,
4870,E2722100012201,（旧）玉手幼稚園,大阪府柏原市円明町1-1,,,,1,,1,,,1,34.562529765243,135.62624321542,
4871,E2722100014201,堅上合同会館,大阪府柏原市雁多尾畑4812-1,,,,,,1,,,1,34.586890793977,135.66469008823,
4872,E2722100016201,堅上中学校,大阪府柏原市雁多尾畑5905,,1,,1,,1,,,1,34.58317853923,135.66161196329,
4873,E2722100017201,堅上小学校,大阪府柏原市雁多尾畑5955,,,,1,,1,,,1,34.58484015614,135.66297146057,
4874,E2722100018201,たまてこども園,大阪府柏原市玉手町12-30,,,,1,,1,,,,34.565026576164,135.62623802632,
4875,E2722100019201,玉手中学校,大阪府柏原市玉手町20-17,,1,,1,,1,,,1,34.565163109514,135.62699246961,
4876,E2722100021201,体育館（柏原オーエンスアリーナ）,大阪府柏原市玉手町25-80,1,,,,,1,,,1,34.567075577227,135.6304399133,
4877,E2722100023201,玉手地域コミュニティ会館,大阪府柏原市玉手町9-1,,,,1,,1,,,,34.564501347159,135.62847505017,
4878,E2722100024201,柏原南コミュニティ会館,大阪府柏原市古町2-8-38,,,,1,,1,,,,34.582347363323,135.62246240111,
4879,E2722100025201,（旧）大阪府立柏原東高等学校,大阪府柏原市高井田1015,1,,,1,,1,,,1,34.575330406546,135.64669552158,
4880,E2722100026201,歴史資料館,大阪府柏原市高井田1598-1,1,,,1,,1,,,1,34.573362004238,135.63893175563,
4881,E2722100028201,大阪府立修徳学院,大阪府柏原市高井田809-1,1,1,,1,,1,,,1,34.573074233835,135.64327244584,
4882,E2722100030201,こくぶこども園,大阪府柏原市国分6-11-28,,,,1,,1,,,,34.565658352966,135.64051939583,
4883,E2722100032201,（旧）国分東小学校,大阪府柏原市国分東条町3704-1,1,,,1,,1,,,1,34.565320263017,135.65501646969,
4884,E2722100072201,柏原市農業総合地域センター,大阪府柏原市国分東条町7-14,1,1,,,,1,,,1,34.564888,135.647305,
4885,E2722100034201,国分合同会館,大阪府柏原市国分本町2-7-2,1,1,,,,1,,,1,34.565213753844,135.63642920181,
4886,E2722100038201,（旧）国分幼稚園,大阪府柏原市国分本町6-1-23,,,,1,,1,,,,34.56676828376,135.63954208124,
4887,E2722100036201,国分小学校,大阪府柏原市国分本町6-11-4,1,1,,1,,1,,,1,34.565833905251,135.63935959618,
4888,E2722100039201,国分中学校,大阪府柏原市国分本町7-1-20,1,1,,1,,1,,,1,34.564394351562,135.64176877562,
4889,E2722100041201,国分東コミュニティ会館,大阪府柏原市国分本町7-4-78,,,,1,,1,,,,34.562583367826,135.64225401913,
4890,E2722100042201,公民館・図書館（文化センター）,大阪府柏原市上市4-1-27,1,,,,,1,,,1,34.58705282553,135.62585644605,
4891,E2722100044201,堅上コミュニティ会館,大阪府柏原市青谷2072,1,1,,1,,1,,,1,34.57730967907,135.65911314577,
4892,E2722100045201,柏原東小学校,大阪府柏原市大県1-8-5,1,1,,1,,1,,,1,34.587946931974,135.62672425135,
4893,E2722100047201,堅下合同会館,大阪府柏原市大県3-9-19,1,1,,1,,1,,,1,34.588871969402,135.62874285588,
4894,E2722100050201,柏原小学校,大阪府柏原市大正1-9-53,1,,,1,,1,,,1,34.587516608348,135.62061870332,
4895,E2722100052201,勤労者センター（Ｋ．Ｉ．ホール）,大阪府柏原市大正2-10-1,1,,,1,,1,,,1,34.583739481739,135.61810883795,
4896,E2722100054201,柏原西保育所,大阪府柏原市大正3-8-8,,,,1,,1,,,,34.587163974228,135.61531662774,
4897,E2722100056201,柏原西コミュニティ会館,大阪府柏原市大正3-9-20,,,,1,,1,,,,34.587755760327,135.61605155302,
4898,E2722100057201,かしわらっ子はぐくみセンター,大阪府柏原市堂島町1-23,,,,1,,1,,,,34.590116036095,135.62178551894,
4899,E2722100058201,柏原中学校,大阪府柏原市堂島町1-28,1,,,1,,1,,,1,34.589431426441,135.62251470448,
4900,E2722100060201,かたしもこども園,大阪府柏原市平野1-6-2,,,,1,,1,,,,34.591960874071,135.62975887295,
4901,E2722100061201,堅下小学校,大阪府柏原市平野2-1-5,1,,,1,,1,,,1,34.591574774551,135.63137715821,
4902,E2722100063201,（旧）堅下幼稚園,大阪府柏原市平野2-2-9,,,,1,,1,,,,34.591453414469,135.63253600038,
4903,E2722100064201,堅下北中学校,大阪府柏原市平野2-403-1,1,,,1,,1,,,1,34.596701607428,135.63387667718,
4904,E2722100066201,法善寺保育園,大阪府柏原市法善寺3-801,,,,1,,1,,,,34.596610987823,135.62437575731,
4905,E2722100067202,（旧）堅下北幼稚園,大阪府柏原市法善寺4-348-1,,,,1,,1,,,,34.596298836486,135.62838410647,
4906,E2722100067201,堅下北コミュニティ会館,大阪府柏原市法善寺4-348-1,,,,1,,1,,,,34.596047132978,135.6279442242,
4907,E2722100068201,堅下北小学校,大阪府柏原市法善寺4-359-5,1,1,,1,,1,,,1,34.597493980357,135.62802109023,
4908,E2722100071201,東大阪大学柏原高等学校,大阪府柏原市本郷5-993,1,,,1,,1,,,1,34.590531297404,135.60935351028,
4909,E2721200002201,安中第２公園,大阪府八尾市安中町9-102,,1,,1,,1,,,,34.61487713,135.6026392,
4910,E2721200003201,安中第１公園,大阪府八尾市栄町2-163,,1,,1,,1,,,,34.62194542,135.5954097,
4911,E2721200004201,永畑小学校運動場,大阪府八尾市永畑町1-2-27,,1,,1,,1,,,1,34.61249111,135.5979263,
4912,E2721200005201,恩智中町公園,大阪府八尾市恩智中町1-203,,1,,1,,1,,,,34.607456,135.626873,
4913,E2721200006201,恩智城址公園,大阪府八尾市恩智中町5-139,1,,,1,,1,1,,,34.60642308,135.6338445,
4914,E2721200007201,南高安中学校運動場,大阪府八尾市恩智北町3-13,,1,,1,,1,,,1,34.61309081,135.6312537,
4915,E2721200008201,南高安小学校運動場,大阪府八尾市恩智北町4-650,,,,1,,1,,,1,34.61019115,135.6330962,
4916,E2721200009201,垣内公園,大阪府八尾市垣内5-126,1,,,1,,1,1,,,34.61591524,135.6365053,
4917,E2721200010201,萱振公園,大阪府八尾市萱振町2-38-1,,1,,1,,1,,,,34.63857008,135.607384,
4918,E2721200011201,府立八尾北高等学校運動場,大阪府八尾市萱振町7-42,,1,,1,,1,,,1,34.64319255,135.6044068,
4919,E2721200012201,亀井小学校運動場,大阪府八尾市亀井町1-4-1,,1,,1,,1,,,1,34.61638837,135.5792886,
4920,E2721200013201,亀井公園,大阪府八尾市亀井町3-27,,1,,1,,1,,,,34.61839508,135.5771532,
4921,E2721200014201,久宝園公園,大阪府八尾市久宝園3-128,,1,,1,,1,,,,34.63742237,135.5877243,
4922,E2721200015201,久宝寺小学校運動場,大阪府八尾市久宝寺2-2-33,,1,,1,,1,,,1,34.62846527,135.5904299,
4923,E2721200016201,久宝寺中学校運動場,大阪府八尾市久宝寺2-4-33,,1,,1,,1,,,1,34.62975489,135.5901891,
4924,E2721200017201,久宝寺第１公園,大阪府八尾市久宝寺4-39-2,,1,,1,,1,,,,34.626135,135.588048,
4925,E2721200018201,久宝寺第２公園,大阪府八尾市久宝寺4-86,,1,,1,,1,,,,34.62605814,135.5893313,
4926,E2721200019201,弓削公園,大阪府八尾市弓削町3-42,,1,,1,,1,,,,34.59833879,135.6151585,
4927,E2721200020201,教興寺第２公園,大阪府八尾市教興寺1-204,,1,,1,,1,,,,34.62077622,135.6309769,
4928,E2721200021201,教興寺第１公園,大阪府八尾市教興寺5-180,,1,,1,,1,,,,34.61655175,135.6306642,
4929,E2721200022201,刑部小学校運動場,大阪府八尾市刑部3-29-1,,1,,1,,1,,,1,34.61337578,135.6179698,
4930,E2721200132201,桂公園,大阪府八尾市桂町3-49,,1,,1,,1,,,,34.646038,135.609894,
4931,E2721200025201,桂中学校運動場,大阪府八尾市桂町4-47,,1,,1,,1,,,1,34.64402246,135.611346,
4932,E2721200130201,桂小学校運動場,大阪府八尾市桂町4-50-2,,1,,1,,1,,,1,34.643775,135.610933,収容人数については、桂中学校と一体の避難所となるため、桂中学校運動場を参照すること。
4933,E2721200026201,桂小学校運動場（旧敷地）,大阪府八尾市桂町4-57,,1,,1,,1,,,1,34.64445938,135.6088864,
4934,E2721200027201,光町公園,大阪府八尾市光町2-5,,1,,1,,1,,,,34.63102604,135.6067929,
4935,E2721200028201,光南公園,大阪府八尾市光南町2-54,,1,,1,,1,,,,34.62300007,135.5998658,
4936,E2721200029201,幸第２公園,大阪府八尾市幸町1-1-1,,1,,1,,1,,,,34.64700167,135.6077484,
4937,E2721200030201,幸第１公園,大阪府八尾市幸町6-2-1,,1,,1,,1,,,,34.65009021,135.6077485,
4938,E2721200031201,高安町南公園,大阪府八尾市高安町南3-70,,1,,1,,1,,,,34.61659084,135.6271701,
4939,E2721200032201,高安西小学校運動場,大阪府八尾市高安町北4-15,,1,,1,,1,,,1,34.62246235,135.6300901,
4940,E2721200033201,府立八尾高等学校運動場,大阪府八尾市高町1-74,,1,,1,,1,,,1,34.62458132,135.5951773,
4941,E2721200034201,高美中学校運動場,大阪府八尾市高美町2-1-22,,1,,1,,1,,,1,34.62211481,135.6086312,
4942,E2721200035201,高美小学校運動場,大阪府八尾市高美町3-1-26,,1,,1,,1,,,1,34.62064397,135.6085221,
4943,E2721200036201,高美南小学校運動場,大阪府八尾市高美町6-1-11,,1,,1,,1,,,1,34.61359645,135.6084683,
4944,E2721200037201,桜ヶ丘公園,大阪府八尾市桜ヶ丘1-33,,1,,1,,1,,,,34.62966652,135.607383,
4945,E2721200038201,用和小学校運動場,大阪府八尾市山城町3-1-46,,1,,1,,1,,,1,34.63489955,135.6008163,
4946,E2721200039201,山本町南公園,大阪府八尾市山本町南3-26,,1,,1,,1,,,,34.62497872,135.6199203,
4947,E2721200040201,南山本小学校運動場,大阪府八尾市山本町南7-1-9,,1,,1,,1,,,1,34.62092755,135.618067,
4948,E2721200041201,曙川中学校運動場,大阪府八尾市山本町南8-18-1,,1,,1,,1,,,1,34.62017357,135.617163,
4949,E2721200042201,山本町南第２公園,大阪府八尾市山本町南8-228,,1,,1,,1,,,,34.62001088,135.6161338,
4950,E2721200043201,府立山本高等学校運動場,大阪府八尾市山本町北1-1-44,,1,,1,,1,,,1,34.63416491,135.6173511,
4951,E2721200044201,山本小学校運動場,大阪府八尾市山本町北2-6-39,,1,,1,,1,,,1,34.63555822,135.6184069,
4952,E2721200045201,山本町北第１公園,大阪府八尾市山本町北4-24-1,,1,,1,,1,,,,34.63875736,135.6185881,
4953,E2721200046201,山本町北第２公園,大阪府八尾市山本町北7-2,,1,,1,,1,,,,34.64567872,135.6175094,
4954,E2721200047201,志紀中学校運動場,大阪府八尾市志紀町西2-2,,1,,1,,1,,,1,34.59975878,135.6068585,
4955,E2721200048201,志紀町西公園,大阪府八尾市志紀町西3-16,,1,,1,,1,,,,34.60167362,135.6100163,
4956,E2721200049201,若林第１公園,大阪府八尾市若林町3-126-2,,1,,1,,1,,,,34.59616007,135.578002,
4957,E2721200050201,若林第２公園,大阪府八尾市若林町3-28,,1,,1,,1,,,,34.59281279,135.5832403,
4958,E2721200051201,渋川公園,大阪府八尾市渋川町4-73-2,,1,,1,,1,,,,34.62049913,135.5922772,
4959,E2721200052201,春日公園,大阪府八尾市春日町4-13,,1,,1,,1,,,,34.61753006,135.5904798,
4960,E2721200053201,曙川東小学校運動場,大阪府八尾市曙川東8-136,,1,,1,,1,,,1,34.60054965,135.6210062,
4961,E2721200054201,小阪合公園,大阪府八尾市小阪合町3-93-2,,1,,1,,1,,,,34.62643038,135.6160899,
4962,E2721200055201,沼公園,大阪府八尾市沼3-119,,1,,1,,1,,,,34.58549548,135.6016682,
4963,E2721200056201,上之島中学校運動場,大阪府八尾市上之島町南6-5-1,,1,,1,,1,,,1,34.63492812,135.6269006,
4964,E2721200057201,上之島小学校運動場,大阪府八尾市上之島町北3-22-1,,1,,1,,1,,,1,34.63895002,135.6232843,
4965,E2721200058201,上尾公園,大阪府八尾市上尾町3-22-2,,1,,1,,1,,,,34.63583917,135.632176,
4966,E2721200059201,植松公園,大阪府八尾市植松町7-136-1,,1,,1,,1,,,,34.613924,135.594357,
4967,E2721200060201,新家公園,大阪府八尾市新家町2-74,,1,,1,,1,,,,34.64540748,135.5971019,
4968,E2721200061201,府立八尾翠翔高等学校運動場,大阪府八尾市神宮寺3-107,,1,,1,,1,,,1,34.60027489,135.6278199,
4969,E2721200062201,教育センター（旧高安中学校運動場）,大阪府八尾市水越2-117,1,1,,1,,1,1,,,34.63385709,135.636739,
4970,E2721200063201,（旧）北高安小学校運動場,大阪府八尾市水越2-98,1,1,,1,,1,1,,,34.63358212,135.6389382,
4971,E2721200064201,水越公園,大阪府八尾市水越8-67,1,,,1,,1,1,,,34.63497035,135.6451982,
4972,E2721200065201,成法中学校運動場,大阪府八尾市清水町2-2-5,,1,,1,,1,,,1,34.62275385,135.6015635,
4973,E2721200066201,西弓削公園,大阪府八尾市西弓削1-19,,1,,1,,1,,,,34.59534774,135.6072378,
4974,E2721200067201,西山本小学校運動場,大阪府八尾市西山本町3-5-25,,1,,1,,1,,,1,34.63213411,135.6135861,
4975,E2721200068201,西山本公園,大阪府八尾市西山本町5-67-3,1,1,,1,,1,1,,,34.6302814,135.6164147,
4976,E2721200069201,大正北小学校運動場,大阪府八尾市西木の本2-141,,1,,1,,1,,,1,34.5997854,135.5837792,
4977,E2721200070201,大正中学校運動場,大阪府八尾市西木の本3-83,,1,,1,,1,,,1,34.60066853,135.5818193,
4978,E2721200071201,青山第２公園,大阪府八尾市青山町4-211,,1,,1,,1,,,,34.62099091,135.6110269,
4979,E2721200073201,青山第１公園,大阪府八尾市青山町5-214,,1,,1,,1,,,,34.62115519,135.6131074,
4980,E2721200074201,跡部本町公園,大阪府八尾市跡部本町3-99,,1,,1,,1,,,,34.6155157,135.5817851,
4981,E2721200075201,高安小中学校運動場,大阪府八尾市千塚2-25,1,1,,1,,1,1,,1,34.632486,135.638088,
4982,E2721200076201,太子堂公園,大阪府八尾市太子堂4-18,,1,,1,,1,,,,34.61462833,135.5867213,
4983,E2721200077201,太田第２公園,大阪府八尾市太田2-124,,1,,1,,1,,,,34.59163069,135.5912804,
4984,E2721200078201,大正小学校運動場,大阪府八尾市太田3-183,,1,,1,,1,,,1,34.59153143,135.5879628,
4985,E2721200079201,太田第１公園,大阪府八尾市太田6-119,,1,,1,,1,,,,34.58832669,135.5958728,
4986,E2721200080201,太田第３公園,大阪府八尾市太田7-55-4,,1,,1,,1,,,,34.58831211,135.5993401,
4987,E2721200081201,曙川南中学校運動場,大阪府八尾市大字八尾木167,,1,,1,,1,,,1,34.60951771,135.6191489,
4988,E2721200082201,竹渕第１公園,大阪府八尾市竹渕4-152,,1,,1,,1,,,,34.61715179,135.5663503,
4989,E2721200083201,竹渕小学校運動場,大阪府八尾市竹渕東4-1,,1,,1,,1,,,1,34.61718671,135.5708679,
4990,E2721200084201,中田第１公園,大阪府八尾市中田4-118,,1,,1,,1,,,,34.61768941,135.6133755,
4991,E2721200085201,中田第２公園,大阪府八尾市中田5-84,,1,,1,,1,,,,34.61697098,135.6162427,
4992,E2721200086201,長池小学校運動場,大阪府八尾市長池町2-52-2,,1,,1,,1,,,1,34.6395191,135.6116281,
4993,E2721200087201,長池公園,大阪府八尾市長池町2-72-3,,1,,1,,1,,,,34.63832454,135.6106161,
4994,E2721200088201,天王寺屋公園,大阪府八尾市天王寺屋4-257,,1,,1,,1,,,,34.60543165,135.6134046,
4995,E2721200089201,志紀小学校運動場,大阪府八尾市田井中3-101,,1,,1,,1,,,1,34.60254956,135.6062361,
4996,E2721200090201,田井中公園,大阪府八尾市田井中4-229,,1,,1,,1,,,,34.6006328,135.6026346,
4997,E2721200091201,都塚南公園,大阪府八尾市都塚南2-109,,1,,1,,1,,,,34.601516,135.620558,
4998,E2721200092201,都塚北公園,大阪府八尾市都塚北2-13,,1,,1,,1,,,,34.608628,135.622686,
4999,E2721200093201,東山本新町第２公園,大阪府八尾市東山本新町8-296-1,,1,,1,,1,,,,34.62387663,135.6305841,
5000,E2721200094201,東山本公園,大阪府八尾市東山本町4-70-2,,1,,1,,1,,,,34.63097333,135.6221957,
5001,E2721200095201,東山本小学校運動場,大阪府八尾市東山本町9-3-33,,1,,1,,1,,,1,34.63113591,135.6284388,
5002,E2721200096201,龍華小学校運動場,大阪府八尾市東太子1-6-12,,1,,1,,1,,,1,34.61638015,135.5890865,
5003,E2721200097201,東中学校運動場,大阪府八尾市東町3-8,,1,,1,,1,,,1,34.63106841,135.6298477,
